id,registrationId,疾患名,疾患略語,手法,調査種別,対象者種別,専門,実績数,問合せのみ,対象条件,薬剤,リクルート実施,モデレーター,クライアント,エンドクライアント,PJ番号,実施年月,登録担当,登録日
"419","20251104-0009","統合失調症・大うつ病","Schizophrenia, Major Depressive Disorder, MDD","IDI","定性","KOL","精神科","2","FALSE","現在、大うつ病および／または統合失調症の患者をそれぞれ40名以上診療・管理しており、通常月に1名以上の患者に対して医師自らが治療薬を処方している。；また、過去３年間に大うつ病および／または統合失調症に関連する臨床試験において主任研究者または施設研究者を務めた、あるいはバイオテクノロジー企業または製薬企業の有償コンサルタントを務めた経験がある。","ウロタロント","キャンドゥ","斉藤靖雄","The Link Group","大塚製薬","Z02005186","2025/04","早川","2025-11-04"
"420","20251105-0001","アルコール使用障害","Alcohol Use Disorder, AUD","IDI","定性","医師","内科","6","FALSE","1か月間に軽度／中等度または重度のアルコール使用障害患者をそれぞれ11名以上診察し、診断および治療、あるいは専門医への紹介を行っている。","","キャンドゥ","国吉尚子","The Link Group","","Z05069167","2025/07","早川","2025-11-05"
"421","20251105-0002","アルコール使用障害","Alcohol Use Disorder, AUD","IDI","定性","医師","消化器内科","2","FALSE","1か月間に軽度／中等度または重度のアルコール使用障害患者をそれぞれ11名以上診察し、診断および治療、あるいは専門医への紹介を行っている。","","キャンドゥ","国吉尚子","The Link Group","","Z05069167","2025/07","早川","2025-11-05"
"422","20251105-0003","アルコール使用障害","Alcohol Use Disorder, AUD","IDI","定性","医師","精神科","6","FALSE","1か月間に軽度／中等度または重度のアルコール使用障害患者をそれぞれ11名以上診察し、診断および治療、あるいは専門医への紹介を行っている。","","キャンドゥ","国吉尚子","The Link Group","","Z05069167","2025/07","早川","2025-11-05"
"423","20251105-0004","全般性不安障害","Generalized Anxiety Disorder, GAD","IDI","定性","医師","精神科","10","FALSE","現在、全般性不安障害の患者を30名以上治療または管理し、通常月に1名以上の患者に対して医師自らが治療薬を処方している。","ウロタロント","キャンドゥ","斉藤靖雄","The Link Group","","Z03068255","2025/07","早川","2025-11-05"
"425","20251105-0006","肥満症","Obesity","IDI","定性","医師","内分泌代謝内科","4","FALSE","糖尿病と診断されていない肥満症の成人患者を月に30名以上診察または治療している。","オルフォグリプロン","日経BP","国吉尚子","The Link Group","イーライリリー","Z06003267","2025/09","早川","2025-11-05"
"426","20251105-0007","肥満症","Obesity","IDI","定性","医師","消化器内科","1","FALSE","糖尿病と診断されていない肥満症の成人患者を月に30名以上診察または治療している。","オルフォグリプロン","日経BP","国吉尚子","The Link Group","イーライリリー","Z06003267","2025/09","早川","2025-11-05"
"427","20251105-0008","２型糖尿病","T2D","IDI","定性","医師","内科","6","FALSE","2型糖尿病の成人患者を月に51名以上診察または治療している。","オルフォルグリプロン","キャンドゥ","国吉尚子","The Link Group","イーライリリー","Z03026167","2025/04","早川","2025-11-05"
"428","20251105-0009","２型糖尿病","T2D","IDI","定性","医師","内分泌代謝内科","4","FALSE","2型糖尿病の成人患者を月に76名以上診察または治療している。","オルフォルグリプロン","キャンドゥ","国吉尚子","The Link Group","イーライリリー","Z03026167","2025/04","早川","2025-11-05"
"429","20251105-0010","２型糖尿病","T2D","IDI","定性","医師","内分泌代謝内科","2","FALSE","2型糖尿病の成人患者を月に76名以上診察または治療している。","オルフォルグリプロン","キャンドゥ","国吉尚子","The Link Group","イーライリリー","Z05087179","2025/10","早川","2025-11-05"
"430","20251105-0011","２型糖尿病","T2D","IDI","定性","医師","循環器内科","2","FALSE","2型糖尿病の成人患者を月に76名以上診察または治療している。","オルフォルグリプロン","キャンドゥ","国吉尚子","The Link Group","イーライリリー","Z05087179","2025/10","早川","2025-11-05"
"431","20251105-0012","２型糖尿病","T2D","IDI","定性","医師","内科","4","FALSE","2型糖尿病の成人患者を月に51名以上診察または治療している。","オルフォルグリプロン","キャンドゥ","国吉尚子","The Link Group","イーライリリー","Z05087179","2025/10","早川","2025-11-05"
"432","20251105-0013","慢性腎臓病","Chronic Kidney Disease, CKD","IDI","定性","医師","循環器内科","5","FALSE","次のうち少なくとも2項目に該当する：①肥満(BMI≥25)が全患者の5％以上②高血圧が全患者の10％以上③スタチン系薬剤の服用が全患者の5％以上④2型糖尿病が全患者の5％以上","","キャンドゥ","橋本浩美","The Link Group","ベーリンガーインゲルハイム","Z04115255","2025/10","早川","2025-11-05"
"433","20251105-0014","慢性腎臓病","CKD","IDI","定性","医師","内科","10","FALSE","次のうち少なくとも2項目に該当する：①肥満(BMI≥25)が全患者の5％以上②高血圧が全患者の10％以上③スタチン系薬剤の服用が全患者の5％以上④2型糖尿病が全患者の5％以上","","キャンドゥ","橋本浩美","The Link Group","ベーリンガーインゲルハイム","Z04115255","2025/10","早川","2025-11-05"
"434","20251105-0015","転移性非小細胞肺がん","mNSCLC","IDI","定性","医師","腫瘍内科","2","FALSE","過去３か月間に転移性・非扁平上皮・非小細胞肺がん患者を15名以上診察している、がん患者に対する全身療法の実施を決定し、使用する薬剤・治療レジメン・投与量を選択する責任を担っている、KRAS / KRAS G12C変異検査を実施している、次の治療薬のうち少なくとも3種類を処方したことがある：KRAS G12C阻害剤（ソトラシブ、アダグラシブ）、BRAF V600E阻害剤（ダブラフェニブ＋トラメチニブ）、RET阻害剤（セルペルカチニブ、プラルセチニブ）、MET阻害剤（カプマチニブ、テポチニブ）、NTRK阻害剤（エントレクチニブ、ラロトレクチニブ）、HER2阻害剤（トラスツズマブ デルクステカン）、EGFR阻害剤（アファチニブ、ゲフィチニブ、エルロチニブ）、ALK阻害剤（クリゾチニブ、アレクチニブ、セリチニブ）、ROS1阻害剤（クリゾチニブ、エントレクチニブ、レポトレクチニブ）","オロモラシブ","キャンドゥ","国吉尚子","The Link Group","イーライリリー","Z04074167","2025/08","早川","2025-11-05"
"435","20251105-0016","転移性非小細胞肺がん","mNSCLC","IDI","定性","医師","呼吸器外科","4","FALSE","過去３か月間に転移性・非扁平上皮・非小細胞肺がん患者を15名以上診察している、がん患者に対する全身療法の実施を決定し、使用する薬剤・治療レジメン・投与量を選択する責任を担っている、KRAS / KRAS G12C変異検査を実施している、次の治療薬のうち少なくとも3種類を処方したことがある：KRAS G12C阻害剤（ソトラシブ、アダグラシブ）、BRAF V600E阻害剤（ダブラフェニブ＋トラメチニブ）、RET阻害剤（セルペルカチニブ、プラルセチニブ）、MET阻害剤（カプマチニブ、テポチニブ）、NTRK阻害剤（エントレクチニブ、ラロトレクチニブ）、HER2阻害剤（トラスツズマブ デルクステカン）、EGFR阻害剤（アファチニブ、ゲフィチニブ、エルロチニブ）、ALK阻害剤（クリゾチニブ、アレクチニブ、セリチニブ）、ROS1阻害剤（クリゾチニブ、エントレクチニブ、レポトレクチニブ）","オロモラシブ","キャンドゥ","国吉尚子","The Link Group","イーライリリー","Z04074167","2025/08","早川","2025-11-05"
"436","20251105-0017","転移性非小細胞肺がん","mNSCLC","IDI","定性","医師","呼吸器内科","6","FALSE","過去３か月間に転移性・非扁平上皮・非小細胞肺がん患者を15名以上診察している、がん患者に対する全身療法の実施を決定し、使用する薬剤・治療レジメン・投与量を選択する責任を担っている、KRAS / KRAS G12C変異検査を実施している、次の治療薬のうち少なくとも3種類を処方したことがある：KRAS G12C阻害剤（ソトラシブ、アダグラシブ）、BRAF V600E阻害剤（ダブラフェニブ＋トラメチニブ）、RET阻害剤（セルペルカチニブ、プラルセチニブ）、MET阻害剤（カプマチニブ、テポチニブ）、NTRK阻害剤（エントレクチニブ、ラロトレクチニブ）、HER2阻害剤（トラスツズマブ デルクステカン）、EGFR阻害剤（アファチニブ、ゲフィチニブ、エルロチニブ）、ALK阻害剤（クリゾチニブ、アレクチニブ、セリチニブ）、ROS1阻害剤（クリゾチニブ、エントレクチニブ、レポトレクチニブ）","オロモラシブ","キャンドゥ","国吉尚子","The Link Group","イーライリリー","Z04074167","2025/08","早川","2025-11-05"
"437","20251105-0018","２型糖尿病","T2D","IDI","定性","医師","内科","4","FALSE","2型糖尿病の成人患者を月に51名以上診察または治療している。","オルフォルグリプロン","キャンドゥ","国吉尚子","The Link Group","イーライリリー","Z05103179","2025/09","早川","2025-11-05"
"438","20251105-0019","２型糖尿病","T2D","IDI","定性","医師","内分泌代謝内科","4","FALSE","2型糖尿病の成人患者を月に76名以上診察または治療している。","オルフォルグリプロン","キャンドゥ","国吉尚子","The Link Group","イーライリリー","Z05103179","2025/09","早川","2025-11-05"
"439","20251105-0020","プレクリニカルアルツハイマー病","Preclinical Alzheimer's Disease, PCAD/Mild Cognitive Impairment, MCI","IDI","定性","看護師","","2","FALSE","精神科、脳神経内科あるいは精神神経科を担当する看護師、担当の科でMCIと軽度アルツハイマー病の年間合計患者数が50名以上、MCI／軽度／中等度／重度アルツハイマー病の年間合計患者数が100名以上、過去6ヵ月以内にレケンビおよびケサンラによる治療を受けた患者がそれぞれ2名以上、抗アミロイドβ抗体の初回投与が可能な施設、または他施設で初回投与を行ったあと、６か月以降であれば抗アミロイドβ抗体の投与が可能な施設に勤務している","ドナネマブ","キャンドゥ","橋本浩美","The Link Group","イーライリリー","Z02036167","2025/05","早川","2025-11-05"
"441","20251106-0001","プレクリニカルアルツハイマー病","Preclinical Alzheimer's Disease, PCAD/Mild Cognitive Impairment, MCI","IDI","定性","医師","脳神経内科","4","FALSE","①月に平均100名以上の患者を診察している②MCI／軽度アルツハイマー病患者を月に20名以上診察している③MCI／アルツハイマー病患者のうち、30％以上が治療のために処方薬を使用している④勤務施設でMRI検査が実施できる⑤日本神経学会の認定資格を有する、または認知症の診断および治療において、少なくとも10年以上の臨床経験を有する⑥抗アミロイドβ抗体の初回投与が可能な施設(導入施設)、または他施設で初回投与を行ったあと、６か月以降であれば抗アミロイドβ抗体の投与が可能な施設(継続施設)に勤務している⑦アミロイド標的治療薬についてある程度／とても／非常によく知っている⑧導入施設の場合：過去6ヵ月間に自身でレケンビおよびケサンラの投与を開始した患者がそれぞれ2名以上、継続施設の場合：過去6ヵ月間に自身でレケンビおよびケサンラの投与管理を行った患者がそれぞれ2名以上","ドナネマブ","キャンドゥ","橋本浩美","The Link Group","イーライリリー","Z02036167","2025/05","早川","2025-11-06"
"442","20251106-0002","プレクリニカルアルツハイマー病","Preclinical Alzheimer's Disease, PCAD/Mild Cognitive Impairment, MCI","IDI","定性","患者","","8","FALSE","①年に1回以上、または2、３年に1回定期健診を受けている②脳（記憶力・認知機能）の健康状態のための高度な検査および処方薬についてある程度／とても／非常に前向きである③記憶力や思考力の低下が原因で、日常生活が何か変化することはない④過去1年間で、目立った記憶力の低下を感じたことはない⑤次のいずれの疾患の診断も受けていない：アルツハイマー病、認知症（血管性、レビー小体型、ピック型、前頭側頭型を含む）、ハンチントン病、パーキンソン病、統合失調症、脳卒中、脳外傷、軽度認知障害、多発性硬化症⑥脳の健康状態に関心があり、改善・維持のための対策を積極的に取っている","ドナネマブ","アスマーク","橋本浩美","The Link Group","イーライリリー","Z02036167","2025/05","早川","2025-11-06"
"443","20251106-0003","早期乳がん","EBC / early breast cancer","会場調査","定性","看護師","","2","FALSE","①乳腺外科／内分泌外科を担当している看護師②直近3か月間で、ホルモン受容体陽性かつHER2陰性（HR+ HER2-）の乳がん患者を16名以上、うちステージ1～3に該当する患者を合計16名以上、ステージ４(転移性）に該当する患者を１名以上対応した③直近3か月間でベージニオ（アベマシクリブ）を3名以上に使用④直近3か月間でアリミデックス（アナストロゾール）、アロマシン（エキセメスタン）、フェマーラ（レトロゾール）、ノルバデックス（タモキシフェン）を合計10名以上に使用⑤直近3か月間に対応したHR+ HER2-の早期乳がん患者(ステージ1-3)のうち、3年以上にわたって内分泌療法（タモキシフェン、アロマターゼ阻害薬）を受けている患者が6名以上","イムルネストラント","キャンドゥ","米村雅之","The Link Group","イーライリリー","Z05028167","2025/09","早川","2025-11-06"
"444","20251106-0004","早期乳がん","EBC / early breast cancer","会場調査","定性","医師","腫瘍内科","1","FALSE","①日本臨床腫瘍学会認定資格有②直近3か月間で診断／治療したしたホルモン受容体陽性かつHER2陰性（HR+ HER2-）の乳がん患者のうちステージ1～3に該当する患者が合計20名以上、ステージ４(転移性）に該当する患者が10名以上③ステージ1～4の患者に対するCDK4/6阻害薬の薬物治療が10％以上、ステージ1～3の患者に対するアロマターゼ阻害薬が20%以上、SERM/SERDが10％以上④過去6か月間にアリミデックス（アナストロゾール）、アロマシン（エキセメスタン）、フェマーラ（レトロゾール）、ノルバデックス（タモキシフェン）を処方したHR+ HER2-早期乳がん患者数の合計が10名以上","イムルネストラント","キャンドゥ","米村雅之","The Link Group","イーライリリー","Z05028167","2025/09","早川","2025-11-06"
"445","20251106-0005","早期乳がん","EBC / early breast cancer","会場調査","定性","医師","乳腺外科／内分泌外科","5","FALSE","①日本乳癌学会認定資格有②直近3か月間で診断／治療したしたホルモン受容体陽性かつHER2陰性（HR+ HER2-）の乳がん患者のうちステージ1～3に該当する患者が合計20名以上、ステージ４(転移性）に該当する患者が10名以上③ステージ1～4の患者に対するCDK4/6阻害薬の薬物治療が10％以上、ステージ1～3の患者に対するアロマターゼ阻害薬が20%以上、SERM/SERDが10％以上④過去6か月間にアリミデックス（アナストロゾール）、アロマシン（エキセメスタン）、フェマーラ（レトロゾール）、ノルバデックス（タモキシフェン）を処方したHR+ HER2-早期乳がん患者数の合計が10名以上","イムルネストラント","キャンドゥ","米村雅之","The Link Group","イーライリリー","Z05028167","2025/09","早川","2025-11-06"
"446","20251106-0006","プレクリニカルアルツハイマー型認知症","Preclinical Alzheimer's Disease, PCAD/Mild Cognitive Impairment, MCI","会場調査","定性","医師","脳神経外科","2","FALSE","①勤務先病院内でMRI検査の実施および抗アミロイドβ抗体の初回投与が可能である③疾患に関わらず月に100名以上診察④ADによる軽度認知障害(MCI)患者を月に10名以上診察⑤10名以上のAD／MCI患者が治療薬を処方している⑥そのうち、4名以上が医師自身の判断により投与開始した","ドナネマブ","キャンドゥ","米村雅之","The Link Group","イーライリリー","Z07040167","2025/10","早川","2025-11-06"
"447","20251106-0007","プレクリニカルアルツハイマー型認知症","Preclinical Alzheimer's Disease, PCAD/Mild Cognitive Impairment, MCI","会場調査","定性","医師","精神科","3","FALSE","①勤務先病院内でMRI検査の実施および抗アミロイドβ抗体の初回投与が可能である③疾患に関わらず月に100名以上診察④ADによる軽度認知障害(MCI)患者を月に10名以上診察⑤10名以上のAD／MCI患者が治療薬を処方している⑥そのうち、4名以上が医師自身の判断により投与開始した","ドナネマブ","キャンドゥ","米村雅之","The Link Group","イーライリリー","Z07040167","2025/10","早川","2025-11-06"
"448","20251106-0008","プレクリニカルアルツハイマー型認知症","Preclinical Alzheimer's Disease, PCAD/Mild Cognitive Impairment, MCI","会場調査","定性","医師","神経内科","5","FALSE","①勤務先病院内でMRI検査の実施および抗アミロイドβ抗体の初回投与が可能である③疾患に関わらず月に100名以上診察④ADによる軽度認知障害(MCI)患者を月に10名以上診察⑤10名以上のAD／MCI患者が治療薬を処方している⑥そのうち、4名以上が医師自身の判断により投与開始した","ドナネマブ","キャンドゥ","米村雅之","The Link Group","イーライリリー","Z07040167","2025/10","早川","2025-11-06"
"449","20251106-0009","プレクリニカルアルツハイマー型認知症","Preclinical Alzheimer's Disease, PCAD/Mild Cognitive Impairment, MCI","会場調査","定性","医師","内科","5","FALSE","①クリニック勤務②紹介された患者に予防的ケアの経過観察を行っている③勤務先で認知機能に関する検査を実施している④月に250名以上診察⑤ADによる軽度認知障害(MCI)患者を月に5名以上診察⑥10名以上のAD／MCI患者が治療薬を使用・服用している⑦そのうち、4名以上が医師自身の判断により投与開始した","ドナネマブ","キャンドゥ","米村雅之","The Link Group","イーライリリー","Z07040167","2025/10","早川","2025-11-06"
"450","20251106-0010","プレクリニカルアルツハイマー型認知症","Preclinical Alzheimer's Disease, PCAD/Mild Cognitive Impairment, MCI","IDI","定性","医師","内科","5","FALSE","①クリニック勤務②紹介された患者に予防的ケアの経過観察を行っている③勤務先で認知機能に関する検査を実施している④月に250名以上診察⑤ADによる軽度認知障害(MCI)患者を月に5名以上診察⑥10名以上のAD／MCI患者が治療薬を使用・服用している⑦そのうち、4名以上が医師自身の判断により投与開始した⑧勤務先で認知機能検査を含む脳の定期健診を実施、結果を確認し、追加検査や専門医への紹介を勧めるかどうかを判断している場合は「人間ドック担当医と割付」","ドナネマブ","キャンドゥ","米村雅之","The Link Group","イーライリリー","Z04119255","2025/07","早川","2025-11-06"
"452","20251106-0012","プレクリニカルアルツハイマー型認知症","Preclinical Alzheimer's Disease, PCAD/Mild Cognitive Impairment, MCI","IDI","定性","医師","神経内科","9","FALSE","①勤務先病院内でMRI検査の実施および抗アミロイドβ抗体の初回投与が可能である③疾患に関わらず月に100名以上診察④ADによる軽度認知障害(MCI)患者を月に10名以上診察⑤10名以上のAD／MCI患者が治療薬を使用・服用している⑥そのうち、4名以上が医師自身の判断により投与開始した⑦⑧勤務先で認知機能検査を含む脳の定期健診を実施、結果を確認し、追加検査や専門医への紹介を勧めるかどうかを判断している場合は「人間ドック担当医」と割付","ドナネマブ","キャンドゥ","米村雅之","The Link Group","イーライリリー","Z04119255","2025/07","早川","2025-11-06"
"453","20251106-0013","プレクリニカルアルツハイマー型認知症","Preclinical Alzheimer's Disease, PCAD/Mild Cognitive Impairment, MCI","IDI","定性","医師","脳神経外科","1","FALSE","①勤務先病院内でMRI検査の実施および抗アミロイドβ抗体の初回投与が可能である②疾患に関わらず月に100名以上診察③ADによる軽度認知障害(MCI)患者を月に10名以上診察④10名以上のAD／MCI患者が治療薬を使用・服用している⑤そのうち、4名以上が医師自身の判断により投与開始した⑥勤務先で認知機能検査を含む脳の定期健診を実施、結果を確認し、追加検査や専門医への紹介を勧めるかどうかを判断している場合は「人間ドック担当医」と割付","ドナネマブ","キャンドゥ","米村雅之","The Link Group","イーライリリー","Z04119255","2025/07","早川","2025-11-06"
"454","20251107-0001","転移性トリプルネガティブ乳がん","Metastatic Triple-Negative Breast Cancer, mTNBC","IDI","定性","医師","乳腺科","8","FALSE","過去3ヵ月以内に20人以上の乳がん患者、3人以上の転移性トリプルネガティブ乳がん（mTNBC）患者を治療したことがある","トロデルビ","キャンドゥ","斉藤靖雄","Market Xcel","ギリアド・サイエンシズ","X08052163","2023/11","早川","2025-11-07"
"455","20251107-0002","デュシェンヌ型筋ジストロフィー","Duchenne Muscular Dystrophy, DMD","IDI","定性","医師","神経内科","3","FALSE","過去12ヶ月以内に、デュシェンヌ型筋ジストロフィー患者を1名以上(一般病院)または5名以上(大学病院)診察／治療した","","","橋本浩美","GlobalEyes","","X06046163","2023/11","早川","2025-11-07"
"456","20251107-0003","デュシェンヌ型筋ジストロフィー","Duchenne Muscular Dystrophy, DMD","IDI","定性","医師","小児神経内科","5","FALSE","過去12ヶ月以内に、デュシェンヌ型筋ジストロフィー患者を1名以上(一般病院)または5名以上(大学病院)診察／治療した","","","橋本浩美","GlobalEyes","","X06046163","2023/11","早川","2025-11-07"
"457","20251107-0004","デュシェンヌ型筋ジストロフィー","Duchenne Muscular Dystrophy, DMD","IDI","定性","医師","小児科","2","FALSE","過去12ヶ月以内に、デュシェンヌ型筋ジストロフィー患者を1名以上(一般病院)または5名以上(大学病院)診察／治療した","","","橋本浩美","GlobalEyes","","X06046163","2023/11","早川","2025-11-07"
"458","20251107-0005","新型コロナウイルス感染症","COVID-19","IDI","定性","医師","血液内科","1","FALSE","毎月100人以上の患者を治療している、直近3ヶ月で120人超の免疫不全患者を担当している","","キャンドゥ","斉藤靖雄","GlobalEyes","","X10010163","2023/11","早川","2025-11-07"
"459","20251107-0006","新型コロナウイルス感染症","COVID-19","IDI","定性","医師","リウマチ科","1","FALSE","毎月100人以上の患者を治療している、直近3ヶ月で120人超の免疫不全患者を担当している","","キャンドゥ","斉藤靖雄","GlobalEyes","","X10010163","2023/11","早川","2025-11-07"
"460","20251107-0007","新型コロナウイルス感染症","COVID-19","IDI","定性","医師","感染症内科","1","FALSE","毎月100人以上の患者を治療している、直近3ヶ月で120人超の免疫不全患者を担当している","","キャンドゥ","斉藤靖雄","GlobalEyes","","X10010163","2023/11","早川","2025-11-07"
"461","20251107-0008","新型コロナウイルス感染症","COVID-19","IDI","定性","医師","移植外科","1","FALSE","毎月100人以上の患者を治療している、直近3ヶ月で120人超の免疫不全患者を担当している","","キャンドゥ","斉藤靖雄","GlobalEyes","","X10010163","2023/11","早川","2025-11-07"
"462","20251107-0009","子宮内膜がん","","IDI","定性","医師","婦人科","6","FALSE","1年間に子宮内膜がん患者10名以上","","日経BP","橋本さん","The Link Group","イーライリリー","Z09037167","2025/11","栗秋","2025-11-07"
"463","20251107-0010","新型コロナウイルス感染症","COVID-19","IDI","定性","医師","腎臓内科","1","FALSE","毎月100人以上の患者を治療している、直近3ヶ月で120人超の免疫不全患者を担当している","","キャンドゥ","斉藤靖雄","GlobalEyes","","X10010163","2023/11","早川","2025-11-07"
"464","20251107-0011","血友病","Hemophilia","IDI","定性","医師","小児科","6","FALSE","インヒビターのない血友病A患者を15人以上、血友病B患者を10人以上診察・治療している","マルスタシマブ","日経BP","須田美貴","Market Xcel","ファイザー","Y02069224","2024/04","早川","2025-11-07"
"465","20251107-0012","血友病","Hemophilia","IDI","定性","医師","血液内科","4","FALSE","インヒビターのない血友病A患者を15人以上、血友病B患者を10人以上診察・治療している","マルスタシマブ","日経BP","須田美貴","Market Xcel","ファイザー","Y02069224","2024/04","早川","2025-11-07"
"466","20251107-0013","プレクリニカル期アルツハイマー型認知症、軽度アルツハイマー型認知症","PCAD,Preclinical,Mild AD,Mild Alzheimer's Disease","会場調査","定性","患者","","14","FALSE","MILDは、記憶力や思考力の低下が原因で日常生活に変化があり、自分の行動もいくらか変わり、日常生活への支障が少しある、あるいはそれ以下。","ドナネマブ,ケサンラ","アスマーク","橋本浩美","The Link Group","イーライリリー","Z08005167","2025/10","山本","2025-11-07"
"467","20251107-0014","プレクリニカル期アルツハイマー型認知症、軽度アルツハイマー型認知症","PCAD,Preclinical,Mild AD,Mild Alzheimer's Disease","IDI","定性","介護者","","4","FALSE","MILDは、記憶力や思考力の低下が原因で日常生活に変化があり、自分の行動もいくらか変わり、日常生活への支障が少しある、あるいはそれ以下。","ドナネマブ,ケサンラ","アスマーク","橋本浩美","The Link Group","イーライリリー","Z08005167","2025/10","山本","2025-11-07"
"468","20251107-0015","プレクリニカル期アルツハイマー型認知症、軽度アルツハイマー型認知症","PCAD,Preclinical,Mild AD,Mild Alzheimer's Disease","IDI","定性","医師","脳神経外科","1","FALSE","MRI検査が自施設で出来る、抗アミロイドβ抗体の初回投与（治療開始）が可能な施設である、MCI、MildのAD患者が1ヶ月に10名以上","ドナネマブ,ケサンラ","キャンドゥ","橋本浩美","The Link Group","イーライリリー","Z08005167","","山本","2025-11-07"
"469","20251107-0016","プレクリニカル期アルツハイマー型認知症、軽度アルツハイマー型認知症","PCAD,Preclinical,Mild AD,Mild Alzheimer's Disease","会場調査","定性","医師","内科","2","FALSE","MCI、MildのAD患者が1ヶ月に5名以上","ドナネマブ,ケサンラ","キャンドゥ","橋本浩美","The Link Group","イーライリリー","Z08005167","2025/10","山本","2025-11-07"
"470","20251107-0017","プレクリニカル期アルツハイマー型認知症、軽度アルツハイマー型認知症","PCAD,Preclinical,Mild AD,Mild Alzheimer's Disease","会場調査","定性","医師","内科","3","FALSE","セグメント：健診施設医；認知機能検査を含む脳の定期健診（脳ドック、人間ドックのオプション検査としての脳機能検査など）を実施している、MCI、MildのAD患者が1ヶ月に5名以上","ドナネマブ,ケサンラ","キャンドゥ","橋本浩美","The Link Group","イーライリリー","Z08005167","2025/10","山本","2025-11-07"
"471","20251107-0018","フェニルケトン尿症","Phenylketonuria, PKU","IDI","定性","医師","内分泌代謝内科","4","FALSE","PKU成人患者数1人以上/年","パリンジック","日経BP","須田美貴","Market Xcel","バイオマリン","Y02036163","2024/04","早川","2025-11-07"
"472","20251107-0019","フェニルケトン尿症","Phenylketonuria, PKU","IDI","定性","医師","小児科","2","FALSE","PKU成人患者数1人以上/年","パリンジック","日経BP","須田美貴","Market Xcel","バイオマリン","Y02036163","2024/04","早川","2025-11-07"
"473","20251107-0020","フェニルケトン尿症","Phenylketonuria, PKU","IDI","定性","医師","遺伝診療","1","FALSE","PKU成人患者数1人以上/年","パリンジック","日経BP","須田美貴","Market Xcel","バイオマリン","Y02036163","2024/04","早川","2025-11-07"
"474","20251107-0021","非典型溶血性尿毒症症候群","Atypical Hemolytic Uremic Syndrome, aHUS","IDI","定性","医師","腎臓内科","4","FALSE","過去 12 ヶ月間に最低 3 例の aHUS 患者を診察している、 aHUSの治療法としてソリリス（エクリズマブ）又はユルトミリス（ラブリズマブ）を認知している","ユルトミリス","M3","須田美貴","Market Xcel","アレクシオンファーマ","Y05013163","2024/07","早川","2025-11-07"
"475","20251107-0022","非典型溶血性尿毒症症候群","Atypical Hemolytic Uremic Syndrome, aHUS","IDI","定性","医師","小児科","2","FALSE","過去 12 ヶ月間に最低 3 例の aHUS 患者を診察している、 aHUSの治療法としてソリリス（エクリズマブ）又はユルトミリス（ラブリズマブ）を認知している","ユルトミリス","M3","須田美貴","Market Xcel","アレクシオンファーマ","Y05013163","2024/07","早川","2025-11-07"
"476","20251107-0023","mRNA混合ワクチン","","IDI","定性","医師","内科","15","FALSE","疾患問わず月に最低100人の成人患者を診察／治療している、感染症が流行するシーズンに、インフルエンザワクチン50本以上、COVID-19ワクチン50本以上を接種または推奨している","","","須田美貴","Market Xcel","","Y07006224","2024/08","早川","2025-11-07"
"477","20251107-0024","軟骨無形成症","Achondroplasia, ACH","IDI","定性","医師","小児内分泌科","6","FALSE","過去 2 年間に、軟骨無形成症患者を 2 人以上治療したことがある","ボックスゾゴ","M3","須田美貴","Market Xcel","バイオマリン・ファーマシューティカル","Y08021224","2024/11","早川","2025-11-07"
"478","20251107-0025","軟骨無形成症","Achondroplasia, ACH","IDI","定性","医師","小児科","1","FALSE","過去 2 年間に、軟骨無形成症患者を 2 人以上治療したことがある","ボックスゾゴ","M3","須田美貴","Market Xcel","バイオマリン・ファーマシューティカル","Y08021224","2024/11","早川","2025-11-07"
"479","20251107-0026","免疫不全","IC","IDI","定性","医師","血液内科","5","FALSE","疾患問わず月に75名以上の患者を治療／管理している、治療中または最近(12ヵ月未満)治療した血液悪性腫瘍患者と過去2年以内に造血幹細胞移植を受けた患者の合計が40名以上","シパビバルト","Drパネル","松浦友与","Market Xcel","アストラゼネカ","Y07057224","2024/09","早川","2025-11-07"
"480","20251110-0001","肥満症","Obesity","IDI","定性","医師","循環器内科","3","FALSE","糖尿病と診断されていない肥満症の成人患者を月に30名以上診察または治療している。","オルフォグリプロン","日経BP","国吉尚子","The Link Group","イーライリリー","Z06003267","2025/09","早川","2025-11-10"
"481","20251110-0002","プレクリニカルアルツハイマー病","Preclinical Alzheimer's Disease, PCAD/Mild Cognitive Impairment, MCI","IDI","定性","医師","精神科","4","FALSE","①月に平均100名以上の患者を診察している②MCI／軽度アルツハイマー病患者を月に20名以上診察している③MCI／アルツハイマー病患者のうち、30％以上が治療のために処方薬を使用している④勤務施設でMRI検査が実施できる⑤日本精神神経学会の認定資格を有する、または認知症の診断および治療において、少なくとも10年以上の臨床経験を有する⑥抗アミロイドβ抗体の初回投与が可能な施設(導入施設)、または他施設で初回投与を行ったあと、６か月以降であれば抗アミロイドβ抗体の投与が可能な施設(継続施設)に勤務している⑦アミロイド標的治療薬についてある程度／とても／非常によく知っている⑧導入施設の場合：過去6ヵ月間に自身でレケンビおよびケサンラの投与を開始した患者がそれぞれ2名以上、継続施設の場合：過去6ヵ月間に自身でレケンビおよびケサンラの投与管理を行った患者がそれぞれ2名以上","ドナネマブ","キャンドゥ","橋本浩美","The Link Group","イーライリリー","Z02036167","2025/05","早川","2025-11-10"
